   Trace   : /mnt/ussjf-asic2/workarea1/lkamired/niue1z1_tmp/lkamired/wa_performance/SIM/top/ahbfab_cov.m33i_ram0/uvm_test_top.top_env_i.ahbfab_env_i.mvc_ahb_mon_6_env_i_ahb_beat.log

   Picked  : Instance: uvm_test_top.top_env_i.ahbfab_env_i.mvc_ahb_mon_6_env_i.logger_handle_ahb :: Header
             Instance: uvm_test_top.top_env_i.ahbfab_env_i.mvc_ahb_mon_6_env_i.logger_handle_ahb
   Picked  : AHB Clk Cycle = 40 ns; AHB Clk Frequency = 25.00 MHz; Data bus width = 32 bits
             AHB Clk Cycle = 40 ns; AHB Clk Frequency = 25.00 MHz; Data bus width = 32 bits
   Skipped : ------------------------------------------------------------------------------------------------------------------------------------------
   Skipped : |NONSEQ/SEQ Assert Time |  HREADY Assert Time   |  DIR     |   ADDR   | BEAT  |  L |   DATA   |  RESP  | BURST| BURST   | H |    HSEL    |
   Skipped : |                       |                       |   -      |          |  NUM  |  E |          |        | Type | Size    | P |   (SLAVE   |
   Skipped : |                       |                       | PHASE    |          |       |  N |          |        |      |= 2^HSIZE| R |    INDEX)  |
   Skipped : |                       |                       |          |          |       |    |          |        |      | bytes   | O |            |
   Skipped : |                       |                       |          |          |       |    |          |        |      |         | T |            |
   Skipped : |                       |                       |          |          |       |    |          |        |      |         |   |            |
   Skipped : ------------------------------------------------------------------------------------------------------------------------------------------
   Picked  : |              609931 ns|              610266 ns|WR-DATA   | F8321198 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              609931 ns|              610266 ns|WR-DATA   | F8321198 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              610301 ns|              610306 ns|RD-NONSEQ | F8321198 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              610301 ns|              610306 ns|RD-NONSEQ | F8321198 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              610306 ns|              610711 ns|RD-DATA   | F8321198 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              610306 ns|              610711 ns|RD-DATA   | F8321198 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              610761 ns|              610766 ns|WR-NONSEQ | F832119C | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              610761 ns|              610766 ns|WR-NONSEQ | F832119C | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              610766 ns|              611196 ns|WR-DATA   | F832119C |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              610766 ns|              611196 ns|WR-DATA   | F832119C |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              611231 ns|              611236 ns|RD-NONSEQ | F832119C | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              611231 ns|              611236 ns|RD-NONSEQ | F832119C | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              611236 ns|              611611 ns|RD-DATA   | F832119C |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              611236 ns|              611611 ns|RD-DATA   | F832119C |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              611651 ns|              611656 ns|WR-NONSEQ | F83211A0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              611651 ns|              611656 ns|WR-NONSEQ | F83211A0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              611656 ns|              612066 ns|WR-DATA   | F83211A0 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              611656 ns|              612066 ns|WR-DATA   | F83211A0 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              612101 ns|              612106 ns|RD-NONSEQ | F83211A0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              612101 ns|              612106 ns|RD-NONSEQ | F83211A0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              612106 ns|              612511 ns|RD-DATA   | F83211A0 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              612106 ns|              612511 ns|RD-DATA   | F83211A0 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              612556 ns|              612561 ns|WR-NONSEQ | F83211A4 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              612556 ns|              612561 ns|WR-NONSEQ | F83211A4 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              612561 ns|              612996 ns|WR-DATA   | F83211A4 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              612561 ns|              612996 ns|WR-DATA   | F83211A4 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              613031 ns|              613036 ns|RD-NONSEQ | F83211A4 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              613031 ns|              613036 ns|RD-NONSEQ | F83211A4 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              613036 ns|              613381 ns|RD-DATA   | F83211A4 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              613036 ns|              613381 ns|RD-DATA   | F83211A4 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              613421 ns|              613426 ns|WR-NONSEQ | F83211A8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              613421 ns|              613426 ns|WR-NONSEQ | F83211A8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              613426 ns|              613806 ns|WR-DATA   | F83211A8 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              613426 ns|              613806 ns|WR-DATA   | F83211A8 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              613841 ns|              613846 ns|RD-NONSEQ | F83211A8 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              613841 ns|              613846 ns|RD-NONSEQ | F83211A8 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              613846 ns|              614191 ns|RD-DATA   | F83211A8 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              613846 ns|              614191 ns|RD-DATA   | F83211A8 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              614231 ns|              614236 ns|WR-NONSEQ | F83211AC | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              614231 ns|              614236 ns|WR-NONSEQ | F83211AC | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              614236 ns|              614646 ns|WR-DATA   | F83211AC |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              614236 ns|              614646 ns|WR-DATA   | F83211AC |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              614681 ns|              614686 ns|RD-NONSEQ | F83211AC | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              614681 ns|              614686 ns|RD-NONSEQ | F83211AC | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              614686 ns|              615061 ns|RD-DATA   | F83211AC |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              614686 ns|              615061 ns|RD-DATA   | F83211AC |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              615111 ns|              615116 ns|WR-NONSEQ | F83211B0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              615111 ns|              615116 ns|WR-NONSEQ | F83211B0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              615116 ns|              615486 ns|WR-DATA   | F83211B0 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              615116 ns|              615486 ns|WR-DATA   | F83211B0 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              615521 ns|              615526 ns|RD-NONSEQ | F83211B0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              615521 ns|              615526 ns|RD-NONSEQ | F83211B0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              615526 ns|              615871 ns|RD-DATA   | F83211B0 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              615526 ns|              615871 ns|RD-DATA   | F83211B0 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              615921 ns|              615926 ns|WR-NONSEQ | F83211B8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              615921 ns|              615926 ns|WR-NONSEQ | F83211B8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              615926 ns|              616326 ns|WR-DATA   | F83211B8 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              615926 ns|              616326 ns|WR-DATA   | F83211B8 |  1/ ? | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              616361 ns|              616366 ns|RD-NONSEQ | F83211B8 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              616361 ns|              616366 ns|RD-NONSEQ | F83211B8 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              616366 ns|              616741 ns|RD-DATA   | F83211B8 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
             |              616366 ns|              616741 ns|RD-DATA   | F83211B8 |  1/ 1 | -- | 00000007 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              619246 ns|              619251 ns|WR-NONSEQ | F8321190 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              619246 ns|              619251 ns|WR-NONSEQ | F8321190 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              619251 ns|              619486 ns|WR-DATA   | F8321190 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              619251 ns|              619486 ns|WR-DATA   | F8321190 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              619521 ns|              619526 ns|RD-NONSEQ | F8321190 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              619521 ns|              619526 ns|RD-NONSEQ | F8321190 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              619526 ns|              619721 ns|RD-DATA   | F8321190 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              619526 ns|              619721 ns|RD-DATA   | F8321190 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              619761 ns|              619766 ns|WR-NONSEQ | F8321194 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              619761 ns|              619766 ns|WR-NONSEQ | F8321194 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              619766 ns|              620011 ns|WR-DATA   | F8321194 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              619766 ns|              620011 ns|WR-DATA   | F8321194 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              620046 ns|              620051 ns|RD-NONSEQ | F8321194 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              620046 ns|              620051 ns|RD-NONSEQ | F8321194 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              620051 ns|              620281 ns|RD-DATA   | F8321194 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              620051 ns|              620281 ns|RD-DATA   | F8321194 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              620331 ns|              620336 ns|WR-NONSEQ | F8321198 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              620331 ns|              620336 ns|WR-NONSEQ | F8321198 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              620336 ns|              620571 ns|WR-DATA   | F8321198 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              620336 ns|              620571 ns|WR-DATA   | F8321198 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              620606 ns|              620611 ns|RD-NONSEQ | F8321198 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              620606 ns|              620611 ns|RD-NONSEQ | F8321198 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              620611 ns|              620801 ns|RD-DATA   | F8321198 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              620611 ns|              620801 ns|RD-DATA   | F8321198 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              620851 ns|              620856 ns|WR-NONSEQ | F832119C | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              620851 ns|              620856 ns|WR-NONSEQ | F832119C | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              620856 ns|              621086 ns|WR-DATA   | F832119C |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              620856 ns|              621086 ns|WR-DATA   | F832119C |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              621121 ns|              621126 ns|RD-NONSEQ | F832119C | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              621121 ns|              621126 ns|RD-NONSEQ | F832119C | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              621126 ns|              621321 ns|RD-DATA   | F832119C |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              621126 ns|              621321 ns|RD-DATA   | F832119C |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              621366 ns|              621371 ns|WR-NONSEQ | F83211A0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              621366 ns|              621371 ns|WR-NONSEQ | F83211A0 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              621371 ns|              621566 ns|WR-DATA   | F83211A0 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              621371 ns|              621566 ns|WR-DATA   | F83211A0 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              621601 ns|              621606 ns|RD-NONSEQ | F83211A0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              621601 ns|              621606 ns|RD-NONSEQ | F83211A0 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              621606 ns|              621806 ns|RD-DATA   | F83211A0 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              621606 ns|              621806 ns|RD-DATA   | F83211A0 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              621861 ns|              621866 ns|WR-NONSEQ | F83211A4 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              621861 ns|              621866 ns|WR-NONSEQ | F83211A4 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
   Picked  : |              621866 ns|              622091 ns|WR-DATA   | F83211A4 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              621866 ns|              622091 ns|WR-DATA   | F83211A4 |  1/ ? | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              622126 ns|              622131 ns|RD-NONSEQ | F83211A4 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
             |              622126 ns|              622131 ns|RD-NONSEQ | F83211A4 | ----- |  1 | -------- |  ----  |SINGLE|    4    | 1 |           0|
   Picked  : |              622131 ns|              622361 ns|RD-DATA   | F83211A4 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
             |              622131 ns|              622361 ns|RD-DATA   | F83211A4 |  1/ 1 | -- | 00000001 |  OKAY  | ---- | ------- | - | ---------- |
   Picked  : |              622401 ns|              622406 ns|WR-NONSEQ | F83211A8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
             |              622401 ns|              622406 ns|WR-NONSEQ | F83211A8 | ----- |  ? | -------- |  ----  |INCR  |    4    | 1 |           0|
